id,exper1,married1,female1,union1,educ1,blcak1,lwage1,exper2,married2,female2,union2,educ2,blcak2,lwage2,exper3,married3,female3,union3,educ3,blcak3,lwage3,exper4,married4,female4,union4,educ4,blcak4,lwage4
197,20,0,1,0,7,0,5.53339,21,0,1,0,7,0,5.82008,22,0,1,0,7,0,5.8999,23,0,1,0,7,0,5.97635
198,29,1,0,0,12,0,6.68461,30,1,0,0,12,0,6.68461,31,1,0,0,12,0,6.77422,32,1,0,0,12,0,6.84588
199,8,0,0,0,13,0,6.39693,9,0,0,0,13,0,6.51915,10,0,0,0,13,0,6.60394,11,0,0,0,13,0,6.73815
200,3,1,0,0,17,0,6.17379,4,1,0,0,17,0,6.33683,5,1,0,0,17,0,6.35437,6,1,0,0,17,0,6.39526
201,20,1,0,1,11,0,6.16331,21,1,0,1,11,0,6.24222,22,1,0,1,11,0,6.36647,23,1,0,1,11,0,6.44254
202,7,0,1,0,12,0,5.90808,8,0,1,0,12,0,5.92693,9,0,1,0,12,0,6.10702,10,0,1,0,12,0,6.26149
203,19,1,0,0,9,0,6.07993,20,1,0,0,9,0,6.07993,21,1,0,0,9,0,6.13773,22,1,0,0,9,0,6.18826
204,32,1,0,1,9,0,6.47697,33,1,0,1,9,0,6.53669,34,1,0,0,9,0,6.58617,35,1,0,1,9,0,6.67203
205,25,1,0,1,12,0,6.54679,26,1,0,1,12,0,6.68461,27,1,0,1,12,0,6.90776,28,1,0,1,12,0,6.69456
206,12,1,0,0,13,0,6.90575,13,1,0,0,13,0,6.90575,14,1,0,0,13,0,7.34278,15,1,0,0,13,0,7.47591
207,13,1,0,0,17,0,6.90575,14,1,0,0,17,0,6.90575,15,1,0,0,17,0,7.31322,16,1,0,0,17,0,7.70661
208,15,0,1,0,11,1,5.39363,16,0,1,0,11,1,5.52146,17,0,1,1,11,1,5.75257,18,0,1,1,11,1,5.75257
209,23,1,0,0,17,0,6.55108,24,1,0,0,17,0,6.67203,25,1,0,0,17,0,6.66568,26,1,0,0,17,0,6.67203
210,34,0,0,1,8,0,6.62007,35,0,0,1,8,0,6.62007,36,0,0,1,8,0,6.71538,37,0,0,1,8,0,6.80239
211,30,1,0,0,10,0,6.77422,31,1,0,0,10,0,6.90575,32,1,0,0,10,0,6.90776,33,1,0,0,10,0,7.3696
212,7,1,0,0,17,0,6.90575,8,1,0,0,17,0,6.90575,9,1,0,0,17,0,7.09008,10,1,0,0,17,0,7.20786
213,27,1,0,0,11,0,6.90575,28,1,0,0,11,0,6.90575,29,1,0,0,11,0,7.00307,30,1,0,0,11,0,7.09008
214,24,1,0,0,12,0,6.286,25,1,0,0,12,0,6.35437,26,1,0,0,12,0,6.43775,27,1,0,0,12,0,6.43775
215,35,1,0,0,16,1,6.2634,36,1,0,0,16,1,6.17379,37,1,0,0,16,1,6.10925,38,1,0,0,16,1,6.10925
216,17,1,0,0,17,0,6.85646,18,1,0,0,17,0,6.90575,19,1,0,0,17,0,7.04752,20,1,0,0,17,0,7.1309
217,4,1,0,0,13,0,6.05209,5,1,0,0,13,0,6.05209,6,1,0,0,13,0,6.21461,7,1,0,0,13,0,6.33328
218,11,1,0,1,12,0,6.31536,12,1,0,1,12,0,6.33328,13,1,0,1,12,0,6.40192,14,1,0,1,12,0,6.54103
219,19,1,0,0,12,0,6.81344,20,1,0,0,12,0,6.80239,21,1,0,1,12,0,6.95655,22,1,0,0,12,0,7.08841
220,33,1,0,1,12,0,6.47851,34,1,0,1,12,0,6.55393,35,1,0,1,12,0,6.62804,36,1,0,1,12,0,6.74524
221,28,1,0,0,17,0,6.90575,29,1,0,0,17,0,6.90575,30,1,0,1,17,0,7.20786,31,1,0,1,17,0,7.29302
222,1,0,0,0,11,0,5.70378,2,0,0,0,11,0,6.2634,3,0,0,0,11,0,5.92693,4,0,0,0,11,0,5.52146
223,12,1,0,0,14,0,6.10925,13,1,0,0,14,0,6.24417,14,1,0,0,14,0,6.28227,15,1,0,0,14,0,6.38519
224,34,1,0,1,5,0,6.90575,35,1,0,1,5,0,6.90575,36,1,0,1,5,0,7.03878,37,1,0,1,5,0,7.12287
225,10,0,1,0,12,0,6.02345,11,0,1,0,12,0,6.25383,12,0,1,0,12,0,6.33328,13,0,1,0,12,0,6.47697
226,30,1,0,0,12,0,5.57973,31,1,0,0,12,0,5.66988,32,1,0,0,12,0,5.826,33,1,0,0,12,0,5.87493
227,29,1,0,0,16,0,6.90575,30,1,0,0,16,0,6.90575,31,1,0,0,16,0,7.1107,32,1,0,0,16,0,7.1309
228,2,1,0,0,16,0,6.14633,3,1,0,0,16,0,6.55108,4,1,0,0,16,0,6.80239,5,1,0,0,16,0,6.90776
229,16,0,1,1,17,0,6.68461,17,0,1,0,17,0,6.74524,18,0,1,1,17,0,6.74524,19,0,1,0,17,0,6.85646
230,2,1,0,1,12,0,5.9135,3,1,0,1,12,0,6.24028,4,1,0,1,12,0,6.36303,5,1,0,1,12,0,6.55108
231,23,1,0,0,16,0,6.90575,24,1,0,0,16,0,6.90575,25,1,0,0,16,0,7.64969,26,1,0,0,16,0,7.88231
232,27,1,0,0,17,0,6.04025,28,1,0,0,17,0,6.90575,29,1,0,0,17,0,6.95655,30,1,0,0,17,0,7.01571
233,30,1,0,1,10,0,6.63332,31,1,0,1,10,0,6.71538,32,1,0,1,10,0,6.82979,33,1,0,1,10,0,6.90776
234,21,1,0,1,12,0,6.23245,22,1,0,1,12,0,6.30262,23,1,0,1,12,0,6.34564,24,1,0,1,12,0,6.47235
235,18,1,0,0,7,0,5.92693,19,1,0,0,7,0,5.95324,20,1,0,0,7,0,6.10925,21,1,0,0,7,0,6.14204
236,7,1,0,0,17,0,6.90575,8,1,0,0,17,0,6.90575,9,1,0,0,17,0,7.18917,10,1,0,0,17,0,7.19293
237,6,1,0,0,16,0,6.16331,7,1,0,0,16,0,6.15273,8,1,0,0,16,0,6.3699,9,1,0,0,16,0,6.38012
238,32,0,0,1,12,0,6.74524,33,0,0,0,12,0,6.85118,34,1,0,0,12,0,6.90776,35,1,0,0,12,0,6.96602
239,27,1,0,0,16,0,6.90575,28,1,0,0,16,0,6.90575,29,1,0,0,16,0,7.82405,30,1,0,0,16,0,7.90101
240,34,1,0,1,12,0,6.90575,35,1,0,1,12,0,6.90575,36,1,0,1,12,0,7.12367,37,1,0,1,12,0,7.23921
241,15,1,0,0,10,0,6.53814,16,0,0,0,10,0,6.62936,17,0,0,0,10,0,6.72263,18,1,0,0,10,0,6.86485
242,7,0,1,1,10,0,5.75257,8,0,1,1,10,0,5.75257,9,0,1,1,10,0,5.88053,10,0,1,1,10,0,5.94542
243,9,1,0,1,12,0,6.90575,10,1,0,1,12,0,6.90575,11,1,0,1,12,0,7.1452,12,1,0,1,12,0,7.22548
244,22,1,0,0,10,0,6.37161,23,1,0,0,10,0,6.46925,24,1,0,0,10,0,6.56948,25,1,0,0,10,0,6.51175
245,36,1,0,0,7,0,6.39693,37,1,0,0,7,0,6.47697,38,1,0,0,7,0,6.55108,39,1,0,0,7,0,6.62007
246,37,1,0,1,10,0,6.47697,38,1,0,0,10,0,6.35437,39,1,0,1,10,0,6.35437,40,1,0,1,10,0,6.50728
247,9,0,1,0,7,1,5.43808,10,0,1,0,7,1,5.56068,11,0,1,0,7,1,5.57973,12,0,1,0,7,1,5.73657
248,10,0,1,0,11,0,5.7462,11,0,1,0,11,0,5.73657,12,0,1,0,11,0,5.4161,13,0,1,0,11,0,5.46383
249,30,1,0,0,16,0,6.62007,31,0,0,0,16,0,6.55108,32,0,0,0,16,0,6.74524,33,0,0,0,16,0,6.80239
250,18,1,0,1,10,0,6.05678,19,1,0,1,10,0,6.10925,20,1,0,1,10,0,6.18415,21,1,0,1,10,0,6.28413
251,6,1,0,0,16,0,5.8861,7,1,0,0,16,0,6.21461,8,1,0,0,16,0,6.44572,9,1,0,0,16,0,6.39693
252,25,1,0,0,17,1,6.90575,26,1,0,0,17,1,6.90575,27,1,0,0,17,1,7.54961,28,1,0,0,17,1,7.6009
253,7,1,0,1,12,1,6.23832,8,1,0,1,12,1,6.49224,9,1,0,1,12,1,6.52209,10,1,0,1,12,1,6.58617
254,33,1,0,0,12,0,6.22654,34,1,0,0,12,0,6.30992,35,1,0,0,12,0,6.39693,36,1,0,0,12,0,6.52942
255,3,0,1,0,12,0,6.05209,4,0,1,1,12,0,6.01616,5,0,1,1,12,0,6.27852,6,0,1,1,12,0,6.36819
256,5,1,0,0,16,0,6.23048,6,1,0,1,16,0,6.35437,7,1,0,1,16,0,6.49979,8,1,0,1,16,0,6.68461
257,32,1,0,1,12,0,6.64379,33,1,0,1,12,0,6.74406,34,1,0,1,12,0,6.79906,35,1,0,1,12,0,6.89366
258,25,0,0,0,17,0,6.51175,26,0,0,0,17,0,6.49527,27,0,0,0,17,0,6.63726,28,0,0,0,17,0,6.63857
259,10,1,0,0,10,0,5.85793,11,1,0,0,10,0,5.85793,12,1,0,0,10,0,6.21461,13,1,0,0,10,0,6.18415
260,10,1,0,0,12,0,6.55108,11,1,0,0,12,0,6.63332,12,1,0,0,12,0,6.74524,13,1,0,0,12,0,6.95655
261,16,1,0,1,10,0,6.31716,17,1,0,1,10,0,6.3613,18,1,0,1,10,0,6.42972,19,1,0,1,10,0,6.73102
262,12,1,0,0,16,0,6.83841,13,1,0,0,16,0,6.85224,14,1,0,0,16,0,6.91175,15,1,0,0,16,0,6.91175
263,10,0,1,0,12,1,6.10925,11,0,1,0,12,1,6.20456,12,0,1,0,12,1,6.37161,13,0,1,0,12,1,6.39693
264,3,0,1,0,16,0,6.30992,4,0,1,0,16,0,6.29157,5,0,1,0,16,0,6.30992,6,0,1,0,16,0,6.65286
265,15,1,0,1,12,0,6.67834,16,1,0,1,12,0,6.75227,17,1,0,1,12,0,6.84162,18,1,0,1,12,0,6.95655
266,21,1,0,1,17,0,6.90575,22,1,0,1,17,0,6.90575,23,1,0,1,17,0,7.02997,24,1,0,1,17,0,7.09008
267,14,1,0,1,12,0,6.55962,15,1,0,1,12,0,6.60123,16,1,0,1,12,0,6.73221,17,1,0,1,12,0,6.79122
268,8,1,0,0,14,0,5.89715,9,1,0,0,14,0,6.07993,10,1,0,0,14,0,5.98141,11,1,0,0,14,0,6.33328
269,21,1,0,1,9,0,6.44572,22,1,0,1,9,0,6.74524,23,0,0,1,9,0,6.81892,24,0,0,1,9,0,6.85646
270,21,1,0,0,16,0,6.90575,22,1,0,0,16,0,6.90575,23,1,0,0,16,0,7.91936,24,1,0,0,16,0,8.13153
271,7,1,0,0,16,0,6.4892,8,1,0,0,16,0,6.5582,9,1,0,0,16,0,6.57786,10,1,0,0,16,0,6.68461
272,6,1,0,0,16,0,6.35437,7,1,0,0,16,0,6.44572,8,1,0,0,16,0,6.80239,9,1,0,0,16,0,6.80239
273,24,1,0,1,12,1,6.31173,25,1,0,1,12,1,6.54535,26,1,0,1,12,1,6.56386,27,1,0,1,12,1,6.632
274,14,1,0,0,17,0,6.64249,15,1,0,0,17,0,6.75344,16,1,0,0,17,0,6.81783,17,1,0,0,17,0,6.91473
275,1,1,0,0,17,0,6.21461,2,1,0,0,17,0,6.17379,3,1,0,0,17,0,6.35437,4,1,0,0,17,0,6.55108
276,4,1,0,1,12,0,6.55251,5,1,0,1,12,0,6.62007,6,1,0,1,12,0,6.68461,7,1,0,1,12,0,6.72383
277,33,1,0,0,8,0,6.42162,34,1,0,0,8,0,6.4892,35,1,0,0,8,0,6.72022,36,1,0,0,8,0,6.76964
278,7,1,0,0,15,0,6.90575,8,1,0,0,15,0,6.90575,9,1,0,0,15,0,7.17012,10,1,0,0,15,0,7.28276
279,15,1,0,1,12,0,6.57368,16,1,0,1,12,0,6.6796,17,1,0,1,12,0,6.85857,18,1,0,1,12,0,6.84268
280,29,1,0,1,13,0,6.05209,30,1,0,1,13,0,6.05209,31,1,0,1,13,0,6.10925,32,1,0,1,13,0,6.21461
281,5,1,0,1,12,0,6.53088,6,1,0,1,12,0,6.55962,7,1,0,1,12,0,6.58064,8,1,0,1,12,0,6.72383
282,18,1,0,0,17,0,6.74524,19,1,0,0,17,0,6.74524,20,1,0,0,17,0,6.81344,21,1,0,0,17,0,6.85118
283,44,1,0,1,9,0,6.90575,45,1,0,1,9,0,6.21461,46,1,0,1,9,0,7.1309,47,1,0,1,9,0,6.90776
284,29,1,0,1,12,0,6.44413,30,1,0,1,12,0,6.45362,31,1,0,1,12,0,6.52062,32,1,0,1,12,0,6.72743
285,5,1,0,0,12,0,6.48311,6,1,0,0,12,0,6.53233,7,1,0,0,12,0,6.75227,8,1,0,0,12,0,6.80017
286,11,1,0,1,10,0,5.99146,12,1,0,1,10,0,6.38012,13,1,0,1,10,0,6.56526,14,1,0,1,10,0,6.7334
287,15,1,0,1,10,0,6.50429,16,1,0,1,10,0,6.47389,17,1,0,1,10,0,6.56386,18,1,0,1,10,0,6.7511
288,13,1,0,0,12,0,6.86485,14,1,0,0,12,0,6.90575,15,1,0,0,12,0,7.02554,16,1,0,0,12,0,7.1507
289,28,1,0,0,16,0,6.90575,29,1,0,0,16,0,6.90575,30,1,0,0,16,0,7.46737,31,1,0,0,16,0,7.69621
290,4,1,0,0,13,0,6.28786,5,1,0,0,13,0,6.20456,6,1,0,0,13,0,6.24417,7,1,0,0,13,0,6.32794
291,36,1,0,0,12,0,6.80239,37,1,0,0,12,0,6.82979,38,1,0,0,12,0,6.98472,39,1,0,0,12,0,7.00307
292,27,1,0,0,12,0,6.61607,28,1,0,0,12,0,6.57647,29,1,0,0,12,0,6.68461,30,1,0,0,12,0,6.74288
293,10,1,0,1,12,0,6.06611,11,1,0,1,12,0,6.18826,12,1,0,1,12,0,6.31173,13,1,0,1,12,0,6.55678
294,16,1,0,1,12,0,6.19644,17,1,0,1,12,0,6.2653,18,1,0,1,12,0,6.36475,19,1,0,1,12,0,6.43935
295,22,0,1,1,12,0,6.33328,23,0,1,1,12,0,6.61473,24,0,1,1,12,0,6.73459,25,0,1,1,12,0,6.77422
296,30,1,0,1,8,0,6.44572,31,1,0,0,8,0,6.33328,32,1,0,0,8,0,6.39693,33,1,0,1,8,0,6.48158
297,12,1,0,0,12,0,6.42972,13,1,0,0,12,0,6.43133,14,1,0,1,12,0,6.59441,15,1,0,1,12,0,6.71174
298,11,1,0,0,12,1,6.49224,12,1,0,0,12,1,6.21461,13,1,0,0,12,1,6.72743,14,1,0,0,12,1,6.66568
299,35,0,1,0,16,0,6.30992,36,0,1,0,16,0,6.30992,37,0,1,0,16,0,6.30992,38,0,1,0,16,0,6.30992
300,33,1,0,0,12,0,6.14633,34,1,0,0,12,0,6.25383,35,1,0,0,12,0,6.30992,36,1,0,0,12,0,6.35089
301,9,1,0,0,14,0,6.53669,10,1,0,0,14,0,6.55108,11,1,0,0,14,0,6.65929,12,1,0,0,14,0,6.82979
302,11,1,0,1,17,0,6.22456,12,1,0,1,17,0,6.30992,13,1,0,1,17,0,6.47697,14,1,0,1,17,0,6.67834
303,2,1,0,0,13,0,5.75257,3,1,0,0,13,0,5.85793,4,1,0,0,13,0,6.07535,5,1,0,0,13,0,8.51719
304,11,1,0,1,9,0,6.16331,12,1,0,1,9,0,6.2634,13,1,0,1,9,0,6.35437,14,1,0,1,9,0,6.43775
305,18,1,0,0,16,0,6.90575,19,1,0,0,16,0,6.90575,20,1,0,0,16,0,7.25134,21,1,0,0,16,0,7.25134
306,18,1,0,0,12,0,6.49527,19,1,0,0,12,0,6.60394,20,1,0,0,12,0,6.70073,21,1,0,0,12,0,6.58617
307,3,1,0,1,8,0,6.45047,4,1,0,1,8,0,6.67203,5,1,0,1,8,0,6.56386,6,1,0,1,8,0,6.60665
308,27,1,0,1,11,0,6.48158,28,1,0,1,11,0,6.55393,29,1,0,1,11,0,6.61874,30,1,0,1,11,0,6.75693
309,18,1,0,1,9,0,6.00389,19,1,0,1,9,0,6.10925,20,1,0,0,9,0,6.23441,21,1,0,0,9,0,6.03548
310,13,1,0,1,12,0,6.3315,14,1,0,1,12,0,6.39359,15,1,0,1,12,0,6.48464,16,1,0,1,12,0,6.56948
311,5,1,0,0,12,0,6.41182,6,1,0,0,12,0,6.56526,7,1,0,1,12,0,6.59987,8,1,0,1,12,0,6.69084
312,14,1,0,1,14,0,6.57508,15,1,0,1,14,0,6.65157,16,1,0,1,14,0,6.75577,17,1,0,1,14,0,6.84055
313,8,1,0,0,16,0,6.22258,9,1,0,0,16,0,6.34564,10,1,0,0,16,0,6.42972,11,1,0,0,16,0,6.49224
314,10,1,0,0,12,0,6.30262,11,1,0,1,12,0,6.35611,12,1,0,1,12,0,6.4151,13,1,0,1,12,0,6.49224
315,10,1,0,0,17,0,5.70711,11,1,0,0,17,0,6.39693,12,1,0,0,17,0,6.39693,13,1,0,0,17,0,6.63463
316,30,1,0,0,17,0,6.90575,31,1,0,0,17,0,6.90575,32,1,0,0,17,0,7.67322,33,1,0,0,17,0,7.75148
317,12,1,0,0,12,0,5.99146,13,1,0,0,12,0,5.90263,14,0,0,0,12,0,6.55108,15,0,0,0,12,0,6.49979
318,10,1,0,0,15,0,6.35437,11,1,0,0,15,0,6.47697,12,1,0,0,15,0,6.74524,13,1,0,1,15,0,6.55108
319,24,1,0,1,12,0,6.50129,25,1,0,1,12,0,6.57368,26,1,0,1,12,0,6.65544,27,1,0,1,12,0,6.75344
320,20,1,0,0,6,1,6.09131,21,1,0,0,6,1,6.23637,22,1,0,0,6,1,6.27099,23,1,0,0,6,1,6.47697
321,6,1,0,1,12,0,6.04025,7,1,0,1,12,0,6.20658,8,1,0,1,12,0,6.27288,9,1,0,1,12,0,6.39693
322,13,1,0,0,12,0,6.68711,14,1,0,0,12,0,6.74524,15,1,0,0,12,0,6.85646,16,1,0,0,12,0,6.95655
323,12,0,1,0,16,0,6.55108,13,0,1,0,16,0,6.55108,14,0,1,0,16,0,6.80239,15,0,1,0,16,0,6.85646
324,3,1,0,1,14,0,6.18826,4,1,0,1,14,0,6.60665,5,1,0,1,14,0,6.68461,6,1,0,1,14,0,6.76849
325,35,1,0,0,15,0,6.2634,36,1,0,0,15,0,6.29157,37,1,0,0,15,0,6.39693,38,1,0,0,15,0,6.39693
326,22,1,0,0,12,0,6.55108,23,1,0,0,12,0,6.68461,24,1,0,0,12,0,6.55108,25,1,0,0,12,0,6.82871
327,10,0,1,0,12,1,5.93225,11,0,1,0,12,1,6.19644,12,0,1,0,12,1,6.23637,13,0,1,0,12,1,6.30992
328,31,1,0,0,10,0,6.62007,32,1,0,0,10,0,6.68461,33,1,0,1,10,0,6.7334,34,1,0,1,10,0,6.81892
329,38,1,0,0,15,0,6.42162,39,1,0,0,15,0,6.47697,40,1,0,0,15,0,6.55108,41,1,0,0,15,0,6.68461
330,35,1,0,0,17,0,6.75926,36,1,0,0,17,0,6.81344,37,1,0,0,17,0,6.86693,38,1,0,0,17,0,6.85118
331,38,1,0,0,11,0,6.88959,39,1,0,1,11,0,6.90575,40,1,0,0,11,0,6.90776,41,1,0,1,11,0,7.00307
332,36,0,1,0,12,1,5.61313,37,0,1,0,12,1,5.82008,38,0,1,0,12,1,5.76205,39,0,1,0,12,1,5.8999
333,6,1,0,1,12,0,6.44572,7,1,0,1,12,0,6.62007,8,1,0,1,12,0,6.59987,9,1,0,1,12,0,6.63332
334,35,1,0,0,5,0,6.33328,36,1,0,0,5,0,5.85793,37,1,0,0,5,0,6.39526,38,1,0,0,5,0,6.10925
335,24,1,1,0,16,0,6.39526,25,1,1,0,16,0,6.43615,26,1,1,0,16,0,6.49224,27,1,1,0,16,0,6.73102
336,28,1,0,0,14,0,6.30992,29,1,0,0,14,0,6.53669,30,1,0,0,14,0,6.46147,31,1,0,0,14,0,6.57925
337,4,1,0,0,12,0,6.65286,5,1,0,0,12,0,6.77422,6,1,0,0,12,0,6.90776,7,1,0,0,12,0,6.96885
338,9,0,1,1,12,0,5.98645,10,0,1,1,12,0,5.95584,11,0,1,1,12,0,6.18415,12,0,1,1,12,0,6.19236
339,9,0,1,0,12,0,5.88332,10,0,1,0,12,0,5.8861,11,0,1,0,12,0,5.93489,12,0,1,0,12,0,6.07993
340,28,1,0,1,12,0,6.57647,29,1,0,1,12,0,6.66441,30,1,0,1,12,0,6.73697,31,1,0,1,12,0,6.80793
341,7,1,0,0,17,0,6.90575,8,1,0,0,17,0,6.90575,9,1,0,0,17,0,7.24566,10,1,0,0,17,0,7.37776
342,31,1,0,0,9,0,6.4552,32,1,0,0,9,0,6.5582,33,1,0,0,9,0,6.66313,34,1,0,1,9,0,6.84588
343,27,1,0,0,12,0,6.90575,28,1,0,0,12,0,6.90575,29,1,0,1,12,0,7.18539,30,1,0,0,12,0,7.24423
344,19,1,0,0,17,0,6.90575,20,1,0,0,17,0,6.90575,21,0,0,0,17,0,7.6009,22,0,0,0,17,0,7.71869
345,17,1,0,1,11,1,6.16331,18,1,0,1,11,1,6.30992,19,1,0,1,11,1,6.30445,20,1,0,1,11,1,6.62007
346,22,1,0,1,17,0,6.90575,23,1,0,1,17,0,6.90575,24,1,0,1,17,0,6.57925,25,1,0,1,17,0,7.04752
347,18,1,0,0,17,0,6.77422,19,1,0,0,17,0,6.88755,20,1,0,0,17,0,6.90776,21,1,0,0,17,0,6.96508
348,27,1,0,0,16,0,6.90575,28,1,0,0,16,0,6.90575,29,1,0,0,16,0,7.84385,30,1,0,0,16,0,7.93737
349,3,1,0,0,12,0,6.13988,4,1,0,0,12,0,6.56667,5,1,0,0,12,0,6.65157,6,1,0,0,12,0,6.83303
350,37,1,0,1,11,0,6.55108,38,1,0,1,11,0,6.68711,39,1,0,0,11,0,6.75227,40,1,0,1,11,0,6.81344
351,23,1,0,0,8,0,5.92693,24,1,0,0,8,0,5.99146,25,1,0,1,8,0,6.57368,26,1,0,1,8,0,6.66568
352,5,1,0,0,14,0,6.43775,6,1,0,0,14,0,6.57368,7,1,0,0,14,0,6.65286,8,1,0,0,14,0,6.82655
353,30,1,0,0,17,0,6.90575,31,1,0,0,17,0,6.90575,32,1,0,0,17,0,8.16052,33,1,0,0,17,0,8.00637
354,21,1,0,1,12,1,6.50429,22,1,0,1,12,1,6.55108,23,1,0,1,12,1,6.64509,24,1,0,1,12,1,6.64639
355,7,1,0,0,12,0,5.76832,8,1,0,0,12,0,5.8999,9,1,0,1,12,0,6.608,10,1,0,1,12,0,6.84588
356,4,1,0,0,12,0,6.39024,5,1,0,0,12,0,6.49072,6,1,0,0,12,0,6.61874,7,1,0,0,12,0,6.80572
357,16,1,0,1,12,0,6.34564,17,1,0,1,12,0,6.51471,18,1,0,1,12,0,6.57925,19,1,0,1,12,0,6.63332
358,16,1,0,1,16,0,6.49072,17,1,0,1,16,0,6.51471,18,1,0,0,16,0,6.55108,19,1,0,1,16,0,6.70808
359,36,1,0,1,10,0,5.98141,37,1,0,1,10,0,5.98141,38,1,0,1,10,0,6.10925,39,1,0,1,10,0,6.21461
360,28,1,0,0,12,0,6.90575,29,1,0,0,12,0,6.90575,30,1,0,0,12,0,7.24423,31,1,0,0,12,0,6.95655
361,5,0,1,0,17,0,5.4161,6,0,1,0,17,0,5.48064,7,0,1,0,17,0,6.21461,8,0,1,0,17,0,6.25383
362,20,1,0,0,10,0,6.58617,21,1,0,0,10,0,6.66185,22,1,0,0,10,0,6.81344,23,1,0,0,10,0,6.86171
363,15,1,0,1,12,0,6.12249,16,1,0,1,12,0,6.16542,17,1,0,1,12,0,6.21661,18,1,0,1,12,0,6.56526
364,20,0,1,0,13,0,6.43775,21,0,1,0,13,0,6.39693,22,0,1,0,13,0,6.4708,23,0,1,0,13,0,6.74524
365,32,1,0,0,17,0,6.90575,33,1,0,0,17,0,6.90575,34,1,0,0,17,0,5.01728,35,1,0,0,17,0,7.37776
366,12,1,0,0,12,0,6.62007,13,1,0,0,12,0,6.55108,14,1,0,0,12,0,6.55108,15,1,0,0,12,0,5.87212
367,25,1,0,0,9,0,6.51471,26,1,0,0,9,0,6.76273,27,1,0,0,9,0,6.93731,28,1,0,0,9,0,6.82979
368,9,1,0,0,16,0,6.4677,10,1,0,0,16,0,6.62007,11,1,0,0,16,0,6.76849,12,1,0,0,16,0,6.99577
369,2,1,0,1,14,0,6.29711,3,1,0,1,14,0,6.49224,4,1,0,1,14,0,6.74524,5,1,0,1,14,0,6.88244
370,9,1,0,1,12,0,6.60259,10,1,0,1,12,0,6.62407,11,1,0,1,12,0,6.71538,12,1,0,1,12,0,6.84268
371,31,1,0,1,10,0,6.56526,32,1,0,1,10,0,6.65929,33,1,0,1,10,0,6.78784,34,1,0,1,10,0,6.85435
372,9,0,1,0,16,0,6.52209,10,0,1,0,16,0,6.58617,11,0,1,0,16,0,6.65286,12,0,1,0,16,0,6.65286
373,16,0,1,0,11,1,6.05678,17,0,1,0,11,1,6.23441,18,0,1,0,11,1,6.39693,19,0,1,0,11,1,6.39859
374,13,1,0,0,9,0,5.76832,14,1,0,0,9,0,5.85793,15,1,0,0,9,0,6.03787,16,1,0,0,9,0,6.10702
375,20,0,1,1,11,1,5.68358,21,0,1,1,11,1,5.73334,22,0,1,1,11,1,5.8861,23,0,1,0,11,1,5.94542
376,27,1,0,0,12,0,6.49224,28,1,0,0,12,0,6.55108,29,1,0,0,12,0,6.60665,30,1,0,0,12,0,6.68461
377,21,1,0,0,12,0,6.82979,22,1,0,0,12,0,6.90575,23,1,0,0,12,0,6.90776,24,1,0,0,12,0,7.04752
378,3,1,0,0,15,0,6.49224,4,1,0,0,15,0,6.65929,5,1,0,0,15,0,6.65673,6,1,0,0,15,0,6.80239
379,22,1,0,0,7,0,6.49224,23,1,0,0,7,0,6.54391,24,1,0,0,7,0,6.50728,25,1,0,0,7,0,6.71538
380,30,1,0,1,10,0,6.36303,31,1,0,1,10,0,6.40523,32,1,0,1,10,0,6.41346,33,1,0,1,10,0,6.42162
381,26,1,0,1,11,0,6.37161,27,1,0,1,11,0,6.41673,28,1,0,1,11,0,6.39693,29,1,0,1,11,0,6.55108
382,20,1,0,1,12,1,6.43775,21,1,0,1,12,1,6.43775,22,1,0,1,12,1,6.33683,23,1,0,1,12,1,6.37673
383,29,0,0,1,12,1,6.80239,30,1,0,1,12,1,6.90575,31,1,0,1,12,1,6.96602,32,1,0,1,12,1,6.95655
384,27,1,0,1,12,0,5.78383,28,1,0,1,12,0,6.12249,29,1,0,1,12,0,6.10925,30,1,0,1,12,0,6.10925
385,10,1,0,1,12,0,6.60665,11,1,0,1,12,0,6.7334,12,1,0,1,12,0,6.79122,13,1,0,1,12,0,6.84588
386,17,1,0,0,14,0,6.90575,18,1,0,0,14,0,6.90575,19,1,0,0,14,0,7.26193,20,1,0,0,14,0,7.27932
387,6,1,0,0,17,0,6.56526,7,1,0,0,17,0,6.55108,8,1,0,0,17,0,6.63332,9,1,0,0,17,0,6.61607
388,34,1,0,0,14,0,6.80239,35,1,0,0,14,0,6.90575,36,1,0,0,14,0,7.09008,37,1,0,0,14,0,7.1309
389,21,1,0,1,14,0,6.90575,22,1,0,1,14,0,6.90575,23,0,0,1,14,0,7.11151,24,0,0,1,14,0,7.2717
390,30,1,0,0,11,0,6.74759,31,1,0,0,11,0,6.84268,32,1,0,0,11,0,6.93731,33,1,0,0,11,0,7.03878
391,35,1,0,1,9,0,6.29527,36,1,0,1,9,0,6.45047,37,1,0,0,9,0,6.39192,38,1,0,0,9,0,6.57786
392,17,1,0,0,16,0,6.35957,18,1,0,0,16,0,6.39693,19,1,0,0,16,0,6.47697,20,1,0,0,16,0,6.08677
393,15,1,0,1,12,0,6.44413,16,1,0,1,12,0,6.56808,17,1,0,1,12,0,6.63463,18,1,0,1,12,0,6.7334
394,3,1,0,0,12,1,6.21461,4,1,0,0,12,1,6.21461,5,1,0,0,12,1,6.41346,6,1,0,0,12,1,6.50728
